# overall
total_targets	matched	unmatched	total_target_len	total_decoy_len	total_target_K	total_target_R	total_decoy_K	total_decoy_R
2353	2352	1	795788	791195	57114	33673	56123	34712

# per_target
target_name	decoy_name	target_len	decoy_len	len_diff	target_K	target_R	target_KR	decoy_K	decoy_R	decoy_KR	kr_diff	score
sp|P42294|YXIB_BACSU	sp|P40569|GAT4_YEAST	121	121	0	11	10	21	9	12	21	0	0
sp|P26382|PTFD_BACSU	sp|P52868|CWC23_YEAST	275	283	8	18	10	28	14	14	28	0	8
sp|P37540|HOLB_BACSU	sp|Q04081|LCMT1_YEAST	329	328	1	25	13	38	20	19	39	1	11
sp|C0H3Y1|YHZD_BACSU	sp|P0C1V3|YA016_YEAST	61	61	0	4	2	6	4	2	6	0	0
sp|O34705|PLBAC_BACSU	sp|Q12189|RPIA_YEAST	259	258	1	16	16	32	21	11	32	0	1
sp|P23970|MEND_BACSU	sp|P09032|EI2BG_YEAST	580	578	2	26	32	58	38	21	59	1	12
sp|P42423|YXDL_BACSU	sp|P38763|YHI2_YEAST	257	256	1	16	15	31	16	14	30	1	11
sp|Q01463|MINC_BACSU	sp|P32836|GSP2_YEAST	226	220	6	17	9	26	18	8	26	0	6
sp|P54717|GLVR_BACSU	sp|P25349|YCP4_YEAST	254	247	7	16	13	29	24	5	29	0	7
sp|P94588|YWPF_BACSU	sp|P32445|RIM1_YEAST	136	135	1	15	3	18	10	8	18	0	1
sp|P42957|MTLD_BACSU	sp|P42933|SPG5_YEAST	373	373	0	23	17	40	19	21	40	0	0
sp|P42953|TAGG_BACSU	sp|Q04868|ELP6_YEAST	275	273	2	10	9	19	13	6	19	0	2
sp|C0SPA7|YUKB_BACSU	sp|Q06681|YSP2_YEAST	1495	1438	57	94	75	169	113	56	169	0	57
sp|P23054|TCRB_BACSU	sp|P41930|SSU1_YEAST	458	458	0	16	13	29	21	12	33	4	40
sp|P42200|TCYB_BACSU	sp|P39548|KTD1_YEAST	234	234	0	6	12	18	14	4	18	0	0
sp|P19994|MAP11_BACSU	sp|P53200|EFM5_YEAST	248	248	0	19	11	30	22	8	30	0	0
sp|P24812|YQXI_BACSU	sp|Q06580|MLC2_YEAST	159	163	4	12	4	16	11	5	16	0	4
sp|O31857|BSHB2_BACSU	sp|Q12129|NMD4_YEAST	221	218	3	14	15	29	18	11	29	0	3
sp|P96575|YDAB_BACSU	sp|P25381|RRT12_YEAST	503	491	12	35	13	48	28	20	48	0	12
sp|O31989|SUNI_BACSU	sp|P47059|YJD2_YEAST	105	104	1	9	4	13	4	9	13	0	1
sp|P80866|SUFC_BACSU	sp|P38632|NSE2_YEAST	261	267	6	18	11	29	20	9	29	0	6
sp|P46323|CINA_BACSU	sp|P34220|YBF5_YEAST	416	418	2	31	17	48	34	14	48	0	2
sp|P37572|RADA_BACSU	sp|P25301|RAD57_YEAST	458	460	2	26	26	52	29	23	52	0	2
sp|P94459|PPSD_BACSU	sp|P38811|TRA1_YEAST	3603	3744	141	188	175	363	243	167	410	47	611
sp|P24277|RECR_BACSU	sp|P40325|HUA1_YEAST	198	198	0	15	9	24	6	18	24	0	0
sp|P21203|PHEA_BACSU	sp|Q05521|DPP1_YEAST	285	289	4	13	11	24	7	17	24	0	4
sp|P39583|YWAC_BACSU	sp|P38243|YBS1_YEAST	210	211	1	22	7	29	18	11	29	0	1
sp|P94407|YCLE_BACSU	sp|Q99316|MPD2_YEAST	281	277	4	15	24	39	24	15	39	0	4
sp|P54421|LYTE_BACSU	sp|P53228|TAL2_YEAST	334	333	1	40	6	46	35	11	46	0	1
sp|O07598|YHAA_BACSU	sp|Q07949|PSR2_YEAST	396	397	1	19	12	31	17	14	31	0	1
sp|P23477|ADDB_BACSU	sp|Q08236|AVO1_YEAST	1166	1176	10	79	74	153	104	50	154	1	20
sp|P37469|DNAC_BACSU	sp|P38867|YHX7_YEAST	454	453	1	20	30	50	23	27	50	0	1
sp|P80861|YJLD_BACSU	sp|P07172|HIS8_YEAST	392	385	7	30	12	42	28	14	42	0	7
sp|P37959|YUSZ_BACSU	sp|Q03337|TRS31_YEAST	280	283	3	20	8	28	11	17	28	0	3
sp|P39776|XERC_BACSU	sp|Q99297|ODC2_YEAST	304	307	3	22	19	41	27	14	41	0	3
sp|P96574|MTLR_BACSU	sp|P32829|MRE11_YEAST	694	692	2	58	29	87	54	34	88	1	12
sp|O06976|CRH_BACSU	sp|O14468|YO304_YEAST	85	76	9	7	3	10	7	3	10	0	9
sp|O32230|SSRP_BACSU	sp|P23369|RM25_YEAST	156	157	1	23	12	35	29	7	36	1	11
sp|P42176|NARH_BACSU	sp|Q12342|LDB17_YEAST	487	491	4	34	19	53	34	19	53	0	4
sp|P45872|RF1_BACSU	sp|P48239|GSTO1_YEAST	356	356	0	27	23	50	31	19	50	0	0
sp|P39586|YWBC_BACSU	sp|A0A023PZK9|YL458_YEAST	126	126	0	7	5	12	4	8	12	0	0
sp|O34330|YOBL_BACSU	sp|Q06218|DBP9_YEAST	600	594	6	81	14	95	70	26	96	1	16
sp|P54554|YQJQ_BACSU	sp|P25576|POF1_YEAST	259	258	1	19	14	33	22	10	32	1	11
sp|P12046|PUR7_BACSU	sp|P33751|PAD1_YEAST	241	242	1	21	9	30	14	16	30	0	1
sp|O31562|YFIT_BACSU	sp|Q03677|MTND_YEAST	178	179	1	12	10	22	11	11	22	0	1
sp|P28823|FOLB_BACSU	sp|O13544|YL302_YEAST	120	120	0	12	3	15	8	7	15	0	0
sp|O35019|YFKK_BACSU	sp|Q8TGQ8|YO85A_YEAST	71	70	1	6	2	8	0	8	8	0	1
sp|P54542|YQJE_BACSU	sp|P32449|AROG_YEAST	371	370	1	31	9	40	23	17	40	0	1
sp|Q45494|YKRA_BACSU	sp|P47095|MTNB_YEAST	257	244	13	18	7	25	21	4	25	0	13
sp|P37811|ATPD_BACSU	sp|Q03705|CG121_YEAST	181	181	0	13	11	24	15	9	24	0	0
sp|P46910|ARFM_BACSU	sp|P53092|YGU9_YEAST	158	156	2	8	4	12	5	7	12	0	2
sp|P37810|ATPG_BACSU	sp|P32854|PEP12_YEAST	287	288	1	20	16	36	18	18	36	0	1
sp|P45873|PRMC_BACSU	sp|P32867|SSO1_YEAST	288	290	2	25	11	36	21	15	36	0	2
sp|P17631|DNAJ_BACSU	sp|Q08646|SSP2_YEAST	375	371	4	36	20	56	34	21	55	1	14
sp|P54576|MCPC_BACSU	sp|Q06216|PIG1_YEAST	655	648	7	53	15	68	51	18	69	1	17
sp|O07918|YRAH_BACSU	sp|P0C0W1|RS22A_YEAST	128	130	2	15	5	20	11	9	20	0	2
sp|O07589|YHDT_BACSU	sp|P07256|QCR1_YEAST	461	457	4	24	22	46	31	15	46	0	4
sp|Q59192|PARE_BACSU	sp|P47139|YJ68_YEAST	655	656	1	55	38	93	60	33	93	0	1
sp|P42182|ERA_BACSU	sp|P18238|ADT3_YEAST	301	307	6	27	14	41	28	13	41	0	6
sp|P46336|IOLS_BACSU	sp|Q99188|RGS2_YEAST	310	309	1	27	14	41	26	15	41	0	1
sp|O34769|PKSB_BACSU	sp|P51996|YPT32_YEAST	225	222	3	16	9	25	17	8	25	0	3
sp|P39158|CSPC_BACSU	sp|P0C5M7|YE050_YEAST	66	63	3	5	2	7	4	3	7	0	3
sp|P40804|PKSF_BACSU	sp|P47013|DS1P1_YEAST	415	409	6	19	24	43	20	23	43	0	6
sp|O34522|TRMB_BACSU	sp|P38815|YPT35_YEAST	213	214	1	19	9	28	15	13	28	0	1
sp|O31773|PBPX_BACSU	sp|P43538|YFG6_YEAST	391	392	1	36	13	49	28	21	49	0	1
sp|Q00828|RAPA_BACSU	sp|P47011|GLG2_YEAST	378	380	2	27	15	42	27	15	42	0	2
sp|P24141|OPPA_BACSU	sp|Q03776|PRP42_YEAST	545	544	1	60	10	70	54	16	70	0	1
sp|P12011|GNTK_BACSU	sp|Q03218|MMT1_YEAST	513	510	3	28	23	51	32	19	51	0	3
sp|P71051|YVEL_BACSU	sp|P53930|AF9_YEAST	227	226	1	20	7	27	19	8	27	0	1
sp|O34796|YVKC_BACSU	sp|Q05787|HRD3_YEAST	831	833	2	51	31	82	41	41	82	0	2
sp|P96618|ACPS_BACSU	sp|P38701|RS20_YEAST	121	121	0	10	10	20	14	6	20	0	0
sp|Q7WY56|SPSL_BACSU	sp|A0A023PYF4|YE145_YEAST	151	145	6	11	6	17	11	6	17	0	6
sp|P46899|RL18_BACSU	sp|P40448|YIQ3_YEAST	120	117	3	11	11	22	12	10	22	0	3
sp|P39912|AROG_BACSU	sp|P28834|IDH1_YEAST	358	360	2	27	17	44	26	18	44	0	2
sp|P54420|ASNB_BACSU	sp|P36041|EAP1_YEAST	632	632	0	50	25	75	54	21	75	0	0
sp|P13799|DEGS_BACSU	sp|P34161|YOX1_YEAST	385	385	0	31	32	63	34	29	63	0	0
sp|Q796P5|YITY_BACSU	sp|P24868|CG21_YEAST	476	471	5	39	22	61	40	21	61	0	5
sp|P45693|SP5S_BACSU	sp|P57744|TIM8_YEAST	86	87	1	4	5	9	6	3	9	0	1
sp|P96613|MURF_BACSU	sp|Q03010|UME1_YEAST	457	460	3	33	12	45	36	8	44	1	13
sp|O34595|THII_BACSU	sp|Q12432|EAF3_YEAST	401	401	0	31	24	55	37	18	55	0	0
sp|P54607|YHCW_BACSU	sp|P25631|YCU1_YEAST	220	222	2	15	8	23	9	14	23	0	2
sp|P46318|PTJB_BACSU	sp|P32914|SPT4_YEAST	102	102	0	8	1	9	5	4	9	0	0
sp|P08821|DBH1_BACSU	sp|A0A8D9UGQ7|YL79A_YEAST	92	90	2	12	4	16	9	7	16	0	2
sp|P10585|GNTR_BACSU	sp|Q12134|HUA2_YEAST	243	243	0	19	14	33	23	10	33	0	0
sp|O05511|MANA2_BACSU	sp|P53117|RRT6_YEAST	315	311	4	22	10	32	18	14	32	0	4
sp|O34874|ISCS2_BACSU	sp|P38716|YHR2_YEAST	381	378	3	27	12	39	22	17	39	0	3
sp|P37470|PTH_BACSU	sp|Q12447|PAA1_YEAST	188	191	3	15	7	22	16	6	22	0	3
sp|O32033|URK_BACSU	sp|P40479|SDP1_YEAST	211	209	2	11	14	25	12	13	25	0	2
sp|O07621|HEMAT_BACSU	sp|P35198|MTH1_YEAST	432	433	1	40	14	54	27	27	54	0	1
sp|P39614|YWDF_BACSU	sp|P54964|ORN_YEAST	268	269	1	16	17	33	15	17	32	1	11
sp|O34808|UXAC_BACSU	sp|Q12226|AYT1_YEAST	473	474	1	34	19	53	30	23	53	0	1
sp|P54458|YQEM_BACSU	sp|P50946|OCA1_YEAST	247	238	9	13	8	21	7	14	21	0	9
sp|O31916|YOQW_BACSU	sp|Q99210|NTPPA_YEAST	224	232	8	17	9	26	20	6	26	0	8
sp|O32220|COPA_BACSU	sp|Q08693|TRE2_YEAST	802	809	7	57	28	85	56	29	85	0	7
sp|Q01464|MIND_BACSU	sp|P38172|MRX3_YEAST	268	270	2	17	15	32	21	11	32	0	2
sp|P37528|PDXT_BACSU	sp|Q12378|RTR2_YEAST	196	196	0	7	10	17	9	7	16	1	10
sp|P39604|RODA_BACSU	sp|P32804|ZRT1_YEAST	393	376	17	16	9	25	12	13	25	0	17
sp|Q45062|YNEQ_BACSU	sp|Q3E795|YL361_YEAST	99	98	1	11	5	16	9	7	16	0	1
sp|P24072|CHEY_BACSU	sp|O13515|YA034_YEAST	120	117	3	9	4	13	9	4	13	0	3
sp|P37253|ILVC_BACSU	sp|P53757|YN9A_YEAST	342	342	0	26	11	37	27	10	37	0	0
sp|O34882|YOLI_BACSU	sp|P40045|TDA2_YEAST	129	126	3	8	7	15	13	2	15	0	3
sp|P54475|CSHB_BACSU	sp|P53911|EAF7_YEAST	438	425	13	57	22	79	55	24	79	0	13
sp|O31778|MIAB_BACSU	sp|Q04472|MGR3_YEAST	509	501	8	51	28	79	52	27	79	0	8
sp|P46352|XERD_BACSU	sp|P03872|REP2_YEAST	296	296	0	28	19	47	22	25	47	0	0
sp|P00497|PUR1_BACSU	sp|P06783|STE3_YEAST	476	470	6	23	22	45	29	16	45	0	6
sp|O34933|YFMD_BACSU	sp|P46955|NCA3_YEAST	333	337	4	8	11	19	16	3	19	0	4
sp|P21340|PAIA_BACSU	sp|P06704|CDC31_YEAST	172	161	11	17	3	20	12	8	20	0	11
sp|O31666|MTNW_BACSU	sp|P21182|DCAM_YEAST	405	396	9	27	17	44	35	9	44	0	9
sp|O35025|YDIR_BACSU	sp|P38122|PANB_YEAST	313	312	1	19	14	33	26	7	33	0	1
sp|P54510|YQHL_BACSU	sp|P0CY13|HMRA2_YEAST	126	119	7	13	10	23	14	9	23	0	7
sp|P42978|YPJC_BACSU	sp|P46999|PIR5_YEAST	290	287	3	13	9	22	18	4	22	0	3
sp|P24136|OPPD_BACSU	sp|P07250|IPMK_YEAST	358	355	3	30	14	44	28	16	44	0	3
sp|P25813|RSMG_BACSU	sp|P36167|SRL3_YEAST	239	246	7	21	10	31	18	13	31	0	7
sp|O34592|YDJP_BACSU	sp|P53262|VOA1_YEAST	271	265	6	8	7	15	13	1	14	1	16
sp|P11998|RISB_BACSU	sp|Q08540|YO169_YEAST	154	154	0	9	5	14	4	10	14	0	0
sp|Q45604|FALDH_BACSU	sp|P49018|GPI8_YEAST	408	411	3	24	13	37	20	16	36	1	13
sp|P54179|YPMS_BACSU	sp|O94085|YL339_YEAST	187	183	4	18	2	20	17	4	21	1	14
sp|P54527|YQIK_BACSU	sp|Q02831|YP077_YEAST	243	240	3	19	14	33	10	23	33	0	3
sp|O34446|YJPA_BACSU	sp|Q3E756|YB029_YEAST	85	94	9	7	3	10	7	3	10	0	9
sp|O34580|PCRA_BACSU	sp|P43535|GCN20_YEAST	739	752	13	53	45	98	60	38	98	0	13
sp|P21474|RS16_BACSU	sp|P01098|STF1_YEAST	90	86	4	11	7	18	9	9	18	0	4
sp|P39740|FLIT_BACSU	sp|P52553|PFD6_YEAST	113	114	1	10	6	16	9	7	16	0	1
sp|P37580|FHUD_BACSU	sp|P47129|ACF4_YEAST	315	309	6	41	2	43	27	16	43	0	6
sp|P94443|PADR_BACSU	sp|P38784|VMA22_YEAST	182	181	1	19	7	26	19	7	26	0	1
sp|P80874|GS69_BACSU	sp|P00358|G3P2_YEAST	331	332	1	20	17	37	26	11	37	0	1
sp|O32038|SYDND_BACSU	sp|P38009|PUR92_YEAST	592	592	0	36	32	68	39	28	67	1	10
sp|P35155|SCPB_BACSU	sp|P32471|EF1B_YEAST	197	206	9	13	7	20	18	2	20	0	9
sp|P71008|ALBD_BACSU	sp|P0CX11|ERR2_YEAST	436	437	1	20	21	41	25	17	42	1	11
sp|P96648|YDDK_BACSU	sp|Q07350|PRP11_YEAST	266	266	0	29	8	37	28	9	37	0	0
sp|P39805|LICT_BACSU	sp|Q06109|RRG8_YEAST	277	277	0	29	9	38	29	9	38	0	0
sp|O34825|PKSC_BACSU	sp|P15496|IDI1_YEAST	288	288	0	22	7	29	19	10	29	0	0
sp|P42103|YXAD_BACSU	sp|P38354|YB8A_YEAST	143	144	1	11	12	23	13	10	23	0	1
sp|O07586|CUER_BACSU	sp|P38302|NTC20_YEAST	143	140	3	11	11	22	14	8	22	0	3
sp|P21472|RS12_BACSU	sp|P40033|RSM18_YEAST	138	138	0	16	13	29	15	14	29	0	0
sp|O34648|YVLD_BACSU	sp|P53726|YN8E_YEAST	119	119	0	5	1	6	3	3	6	0	0
sp|P71012|PTF3A_BACSU	sp|P25376|AGP1_YEAST	635	633	2	36	16	52	27	24	51	1	12
sp|O34789|YDJI_BACSU	sp|P38635|HIS9_YEAST	323	335	12	19	12	31	21	10	31	0	12
sp|Q45601|RLMH_BACSU	sp|Q04210|YET2_YEAST	159	160	1	20	7	27	13	14	27	0	1
sp|O31997|YOKJ_BACSU	sp|Q12157|APC11_YEAST	165	165	0	9	6	15	6	9	15	0	0
sp|O31611|YJBM_BACSU	sp|P38306|YB47_YEAST	211	217	6	17	16	33	19	14	33	0	6
sp|P46922|OPUAC_BACSU	sp|Q06596|ARR1_YEAST	293	294	1	34	3	37	23	14	37	0	1
sp|P39812|GLTA_BACSU	sp|P38198|STU1_YEAST	1520	1513	7	100	72	172	131	44	175	3	37
sp|O34756|YJKB_BACSU	sp|P38773|DOG2_YEAST	250	246	4	11	17	28	22	7	29	1	14
sp|P23789|XRE_BACSU	sp|Q99345|YO085_YEAST	113	113	0	13	8	21	11	10	21	0	0
sp|P96628|SPRTL_BACSU	sp|P05759|RS31_YEAST	150	152	2	19	14	33	25	8	33	0	2
sp|P0CI80|XYLA_BACSU	sp|P09734|TBA3_YEAST	445	445	0	27	18	45	23	21	44	1	10
sp|P49849|MUTS_BACSU	sp|P43610|IRC5_YEAST	858	853	5	68	42	110	79	31	110	0	5
sp|O34346|UXUA_BACSU	sp|Q05791|CD123_YEAST	359	360	1	20	18	38	24	14	38	0	1
sp|P21470|RS9_BACSU	sp|A0A023PZF2|YE009_YEAST	130	135	5	8	16	24	15	9	24	0	5
sp|O31475|FENR1_BACSU	sp|P07703|RPAC1_YEAST	336	335	1	25	16	41	23	18	41	0	1
sp|O31684|YKVS_BACSU	sp|P0C268|YB39B_YEAST	61	59	2	6	2	8	6	2	8	0	2
sp|P28368|HPF_BACSU	sp|P26188|MGMT_YEAST	189	188	1	15	12	27	19	8	27	0	1
sp|O31779|YMCA_BACSU	sp|Q12492|YP064_YEAST	143	139	4	14	3	17	9	8	17	0	4
sp|O32253|CGGR_BACSU	sp|Q12004|TFB4_YEAST	340	338	2	28	16	44	30	14	44	0	2
sp|O34969|YFJR_BACSU	sp|Q12382|DGK1_YEAST	286	290	4	21	6	27	18	9	27	0	4
sp|P05657|RL27_BACSU	sp|Q12497|FMP16_YEAST	94	93	1	10	10	20	11	9	20	0	1
sp|P54423|WPRA_BACSU	sp|P46675|STU2_YEAST	894	888	6	114	18	132	88	44	132	0	6
sp|P54478|YQFU_BACSU	sp|P53750|YN93_YEAST	293	290	3	17	6	23	13	10	23	0	3
sp|P37491|YYBM_BACSU	sp|P0CE11|GMT2_YEAST	251	249	2	15	3	18	14	4	18	0	2
sp|P06224|SIGA_BACSU	sp|Q06678|RM35_YEAST	371	367	4	24	30	54	30	24	54	0	4
sp|O31543|YFJQ_BACSU	sp|P53727|BUD17_YEAST	319	317	2	15	17	32	22	11	33	1	12
sp|O34607|SDHAA_BACSU	sp|P53898|NSG2_YEAST	300	299	1	16	9	25	11	14	25	0	1
sp|P23971|MENE_BACSU	sp|P43635|CISY3_YEAST	486	486	0	28	21	49	28	21	49	0	0
sp|O07522|YHAO_BACSU	sp|P47160|ENT3_YEAST	408	408	0	20	25	45	28	17	45	0	0
sp|O07549|YHEH_BACSU	sp|Q10740|LKHA4_YEAST	673	671	2	40	35	75	46	29	75	0	2
sp|O34351|CDLS_BACSU	sp|P40207|ERG29_YEAST	248	237	11	10	23	33	20	13	33	0	11
sp|P39630|RMLB_BACSU	sp|Q03080|YP039_YEAST	315	316	1	23	18	41	20	21	41	0	1
sp|O32215|HELD_BACSU	sp|P53852|SYC_YEAST	774	767	7	60	41	101	77	24	101	0	7
sp|O32198|LIAS_BACSU	sp|Q9ZZX0|AI5B_YEAST	360	354	6	26	22	48	41	7	48	0	6
sp|O32075|YUAI_BACSU	sp|P19146|ARF2_YEAST	173	181	8	11	10	21	9	12	21	0	8
sp|P54396|TSEB_BACSU	sp|P40414|TPM2_YEAST	161	161	0	24	2	26	21	5	26	0	0
sp|P42973|BGLA_BACSU	sp|P11914|MPPA_YEAST	479	482	3	27	20	47	28	19	47	0	3
sp|O31727|PLPHP_BACSU	sp|P39543|SOP4_YEAST	230	234	4	11	17	28	15	13	28	0	4
sp|P10727|SP2AA_BACSU	sp|P47174|YJ9K_YEAST	117	117	0	8	5	13	9	4	13	0	0
sp|P37954|UVRB_BACSU	sp|Q06436|MAG2_YEAST	661	670	9	45	52	97	64	33	97	0	9
sp|P42977|CCA_BACSU	sp|P50105|TAF4_YEAST	397	388	9	35	25	60	38	22	60	0	9
sp|O06997|YVDP_BACSU	sp|P32603|SPR1_YEAST	447	445	2	25	22	47	31	16	47	0	2
sp|O34910|YOBT_BACSU	sp|P32656|CHAC_YEAST	233	232	1	14	8	22	8	14	22	0	1
sp|O32039|SYH_BACSU	sp|P40487|DPH1_YEAST	424	425	1	29	27	56	35	21	56	0	1
sp|O34518|MELC_BACSU	sp|P36125|GMH1_YEAST	276	273	3	12	9	21	10	11	21	0	3
sp|P37535|YAAN_BACSU	sp|P47103|CYP7_YEAST	386	393	7	36	17	53	37	16	53	0	7
sp|O31459|GAMR_BACSU	sp|P36018|YPT52_YEAST	235	234	1	16	11	27	18	9	27	0	1
sp|O05264|RHAA_BACSU	sp|P53857|YNX4_YEAST	424	426	2	27	23	50	35	15	50	0	2
sp|O05256|MAEN_BACSU	sp|P23776|EXG1_YEAST	448	448	0	21	8	29	17	17	34	5	50
sp|P54493|GLUP_BACSU	sp|Q04746|KAR5_YEAST	507	504	3	27	24	51	35	16	51	0	3
sp|O32000|YOKG_BACSU	sp|P35735|SFK1_YEAST	357	353	4	19	6	25	15	9	24	1	14
sp|P96579|YDAF_BACSU	sp|P38264|PHO88_YEAST	183	188	5	11	13	24	16	8	24	0	5
sp|P71040|CLSA_BACSU	sp|Q12259|YL108_YEAST	482	485	3	33	29	62	43	19	62	0	3
sp|P23449|FLIH_BACSU	sp|P53198|ERP6_YEAST	208	216	8	20	7	27	15	12	27	0	8
sp|O32107|YUID_BACSU	sp|P0CL37|YD545_YEAST	158	159	1	10	4	14	5	9	14	0	1
sp|O05506|PTEA_BACSU	sp|Q03864|YD102_YEAST	110	110	0	10	2	12	5	7	12	0	0
sp|O34621|YCDB_BACSU	sp|Q12464|RUVB2_YEAST	472	471	1	29	26	55	32	23	55	0	1
sp|O31699|YKUV_BACSU	sp|Q12245|POC4_YEAST	148	148	0	10	7	17	9	9	18	1	10
sp|Q04805|YMXG_BACSU	sp|P38703|LAG1_YEAST	409	411	2	28	16	44	25	20	45	1	12
sp|O07550|YHEI_BACSU	sp|P38206|RFT1_YEAST	585	574	11	29	26	55	33	22	55	0	11
sp|O07606|YHFH_BACSU	sp|P0C5R4|YO83A_YEAST	46	46	0	6	1	7	3	4	7	0	0
sp|P40742|YLXH_BACSU	sp|P33333|PLSC_YEAST	298	303	5	23	17	40	29	11	40	0	5
sp|P32960|RACX_BACSU	sp|P40006|IRC22_YEAST	227	225	2	15	1	16	11	4	15	1	12
sp|Q04778|ALSR_BACSU	sp|P19881|PNPP_YEAST	302	312	10	17	17	34	24	10	34	0	10
sp|P39816|PTW3C_BACSU	sp|P50080|AZR1_YEAST	631	613	18	30	14	44	29	15	44	0	18
sp|P54472|GCH1L_BACSU	sp|P25042|ROX1_YEAST	373	368	5	32	8	40	27	13	40	0	5
sp|O35008|YTQA_BACSU	sp|P38637|STS1_YEAST	322	319	3	19	16	35	19	16	35	0	3
sp|P37507|YYAQ_BACSU	sp|P39111|VATF_YEAST	118	118	0	10	5	15	9	6	15	0	0
sp|P21469|RS7_BACSU	sp|P40491|FMC1_YEAST	156	155	1	16	15	31	17	14	31	0	1
sp|P45945|ARSI_BACSU	sp|Q04773|YMW4_YEAST	146	145	1	15	2	17	9	9	18	1	11
sp|P39667|NADR_BACSU	sp|P11076|ARF1_YEAST	180	181	1	13	7	20	9	12	21	1	11
sp|P12946|CTAA_BACSU	sp|Q02799|LEE1_YEAST	306	301	5	10	11	21	13	8	21	0	5
sp|P37519|YYAE_BACSU	sp|Q02100|SKO1_YEAST	667	647	20	45	20	65	39	26	65	0	20
sp|O31601|YJBC_BACSU	sp|P51401|RL9B_YEAST	192	191	1	23	8	31	20	11	31	0	1
sp|O34594|CY551_BACSU	sp|P53977|YNB7_YEAST	112	112	0	13	1	14	9	5	14	0	0
sp|O31726|PURNU_BACSU	sp|P53078|SDT1_YEAST	278	280	2	18	12	30	19	11	30	0	2
sp|P54485|YQGB_BACSU	sp|P40302|PSA6_YEAST	255	234	21	23	3	26	14	12	26	0	21
sp|P71082|YGAD_BACSU	sp|Q08961|RKM1_YEAST	580	583	3	32	32	64	46	19	65	1	13
sp|O06746|YITK_BACSU	sp|P0C5N3|YG41A_YEAST	163	154	9	21	7	28	16	12	28	0	9
sp|P70998|SPEE_BACSU	sp|Q04396|LPP1_YEAST	276	274	2	25	4	29	15	14	29	0	2
sp|P28820|PABB_BACSU	sp|P23180|AIM17_YEAST	470	465	5	28	24	52	29	23	52	0	5
sp|P39763|MREBH_BACSU	sp|Q04212|ARA2_YEAST	335	335	0	22	13	35	18	17	35	0	0
sp|Q45061|YNEP_BACSU	sp|P36098|YKD1_YEAST	138	137	1	15	3	18	9	9	18	0	1
sp|P37557|RQCP_BACSU	sp|P89114|SAE3_YEAST	86	91	5	12	6	18	15	2	17	1	15
sp|P19079|CDD_BACSU	sp|Q12138|YL125_YEAST	136	136	0	8	6	14	10	4	14	0	0
sp|P71046|YWGA_BACSU	sp|Q08826|SNX3_YEAST	166	162	4	20	4	24	13	11	24	0	4
sp|O31671|KIND_BACSU	sp|P06243|CDC7_YEAST	506	507	1	43	16	59	37	22	59	0	1
sp|P54473|ISPH_BACSU	sp|P38785|GIC1_YEAST	314	314	0	28	9	37	25	12	37	0	0
sp|P17889|IF2_BACSU	sp|P25341|KIN82_YEAST	716	720	4	69	28	97	58	38	96	1	14
sp|P54507|TASA_BACSU	sp|Q03768|GIR2_YEAST	261	265	4	34	0	34	25	9	34	0	4
sp|P46904|NATB_BACSU	sp|Q03771|ACL4_YEAST	386	387	1	25	6	31	25	6	31	0	1
sp|P54170|BRXA_BACSU	sp|Q06549|CDD_YEAST	144	142	2	7	6	13	6	7	13	0	2
sp|P54547|G6PD_BACSU	sp|Q08966|PCL8_YEAST	489	492	3	29	21	50	34	16	50	0	3
sp|O31741|TRMD_BACSU	sp|P53146|USE1_YEAST	243	245	2	17	13	30	18	12	30	0	2
sp|O34354|UXAB_BACSU	sp|P53318|COQ6_YEAST	480	479	1	28	25	53	27	26	53	0	1
sp|P51833|RNC_BACSU	sp|P53718|NRM1_YEAST	249	249	0	27	10	37	24	14	38	1	10
sp|P37599|CHEV_BACSU	sp|Q05636|RRP45_YEAST	303	305	2	22	11	33	18	15	33	0	2
sp|P54550|NAMA_BACSU	sp|P26449|BUB3_YEAST	338	341	3	19	17	36	24	12	36	0	3
sp|P54575|RIBC_BACSU	sp|P53156|YGI1_YEAST	316	320	4	30	10	40	23	17	40	0	4
sp|O07906|YRAN_BACSU	sp|Q12173|YG31A_YEAST	289	290	1	28	13	41	16	24	40	1	11
sp|P54162|RNHL_BACSU	sp|P38208|POP8_YEAST	132	133	1	10	5	15	9	6	15	0	1
sp|O35006|HIS4_BACSU	sp|P25385|BOS1_YEAST	245	244	1	19	10	29	19	10	29	0	1
sp|P54515|YQHQ_BACSU	sp|P53947|YNF8_YEAST	318	316	2	20	13	33	18	15	33	0	2
sp|P45902|YQAE_BACSU	sp|P53222|YG1O_YEAST	116	116	0	15	5	20	9	11	20	0	0
sp|P28628|LEPS_BACSU	sp|P30902|ATP7_YEAST	184	174	10	19	10	29	22	7	29	0	10
sp|P54382|FOLD_BACSU	sp|P38260|FES1_YEAST	283	290	7	24	9	33	24	9	33	0	7
sp|O34423|YJQC_BACSU	sp|Q05533|INM2_YEAST	278	292	14	12	14	26	18	9	27	1	24
sp|P50728|YPBB_BACSU	sp|P08524|ERG20_YEAST	352	352	0	28	18	46	35	11	46	0	0
sp|P49854|YKKA_BACSU	sp|Q12274|YOR97_YEAST	175	175	0	11	11	22	15	8	23	1	10
sp|Q796K8|PBPH_BACSU	sp|Q03824|INP2_YEAST	704	705	1	73	26	99	58	40	98	1	11
